"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","2652543","Brandt  Braunschweig and Carolyn  Seaman","","","","Measuring Shared Understanding in Software Project Teams Using Pathfinder Networks","41:1--41:10","41","10","collaboration, coordination, measurement, pathfinder, shared understanding, software engineering, team mental models","10.1145/2652524.2652543","","","","","","","2014","","Proceedings of the 8th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","ESEM '14","","978-1-4503-2774-9","Torino, Italy","ACM","New York, NY, USA"
"article","2904373","Binish  Tanveer and Liliana  Guzm&#225;n and Ulf Martin Engel","","","","Understanding and Improving Effort Estimation in Agile Software Development: An Industrial Case Study","41--50","","10","agile development, change impact, effort estimation","10.1145/2904354.2904373","","","","","","","2016","","Proceedings of the International Conference on Software and Systems Process","ICSSP '16","","978-1-4503-4188-2","Austin, Texas","ACM","New York, NY, USA"
"article","2804386","Daniel  Graziotin and Xiaofeng  Wang and Pekka  Abrahamsson","","","","Understanding the Affect of Developers: Theoretical Background and Guidelines for Psychoempirical Software Engineering","25--32","","8","Affects, emotions, human aspects in software develop- ment, moods, psychoempirical software engineering, psychology of programming","10.1145/2804381.2804386","","","","","","","2015","","Proceedings of the 7th International Workshop on Social Software Engineering","SSE 2015","","978-1-4503-3818-9","Bergamo, Italy","ACM","New York, NY, USA"
"article","3106259","Diego  Cedrim and Alessandro  Garcia and Melina  Mongiovi and Rohit  Gheyi and Leonardo  Sousa and Rafael  de Mello and Baldoino  Fonseca and M&#225;rcio  Ribeiro and Alexander  Ch&#225;vez","","","","Understanding the Impact of Refactoring on Smells: A Longitudinal Study of 23 Software Projects","465--475","","11","Code Smells, Refactoring, Structural Quality","10.1145/3106237.3106259","","","","","","","2017","","Proceedings of the 2017 11th Joint Meeting on Foundations of Software Engineering","ESEC/FSE 2017","","978-1-4503-5105-8","Paderborn, Germany","ACM","New York, NY, USA"
"article","3183529","Tushar  Sharma and Marios  Fragkoulis and Stamatia  Rizou and Magiel  Bruntink and Diomidis  Spinellis","","","","Smelly Relations: Measuring and Understanding Database Schema Quality","55--64","","10","antipatterns, code smells, database schema smells, software maintenance, software quality, technical debt","10.1145/3183519.3183529","","","","","","","2018","","Proceedings of the 40th International Conference on Software Engineering: Software Engineering in Practice","ICSE-SEIP '18","","978-1-4503-5659-6","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","2093788","Anna N. Kim and Tor A. Ramstad and Ilangko  Balasingham","","","","Very Low Complexity Low Rate Image Coding for the Wireless Endoscope","90:1--90:5","90","5","DPCM, compression algorithms, multi-rate processing, video and image coding","10.1145/2093698.2093788","","","","","","","2011","","Proceedings of the 4th International Symposium on Applied Sciences in Biomedical and Communication Technologies","ISABEL '11","","978-1-4503-0913-4","Barcelona, Spain","ACM","New York, NY, USA"
"article","2947402","Wenxin  Li and Shangjie  Chen and Guanchen  He and Xiaohua  Tian and Xinbing  Wang","","","","Reducing Computational Complexity of Coded Caching by Partitioning Users into Groups: Poster","369--370","","2","coded caching, computational complexity","10.1145/2942358.2947402","","","","","","","2016","","Proceedings of the 17th ACM International Symposium on Mobile Ad Hoc Networking and Computing","MobiHoc '16","","978-1-4503-4184-4","Paderborn, Germany","ACM","New York, NY, USA"
"article","2973275","Nikil  Dutt and Fadi J. Kurdahi and Rolf  Ernst and Andreas  Herkersdorf","","","","Conquering MPSoC Complexity with Principles of a Self-aware Information Processing Factory","37:1--37:4","37","4","cyber-physical systems, self-awareness, system-on-chip","10.1145/2968456.2973275","","","","","","","2016","","Proceedings of the Eleventh IEEE/ACM/IFIP International Conference on Hardware/Software Codesign and System Synthesis","CODES '16","","978-1-4503-4483-8","Pittsburgh, Pennsylvania","ACM","New York, NY, USA"
"article","3035008","Wang  Min and Zhang  Jun and Zhang  Wei","","","","The Application of Fuzzy Comprehensive Evaluation Method in the Software Project Risk Assessment","76--79","","4","Analytic hierarchy process (ahp), Fuzzy comprehensive evaluation method, Software project, The risk assessment","10.1145/3034950.3035008","","","","","","","2017","","Proceedings of the 2017 International Conference on Management Engineering, Software Engineering and Service Sciences","ICMSS '17","","978-1-4503-4834-8","Wuhan, China","ACM","New York, NY, USA"
"article","1985917","Alberto  Sillitti and Giancarlo  Succi and Jelena  Vlasenko","","","","Toward a Better Understanding of Tool Usage (NIER Track)","832--835","","4","tool usage","10.1145/1985793.1985917","","","","","","","2011","","Proceedings of the 33rd International Conference on Software Engineering","ICSE '11","","978-1-4503-0445-0","Waikiki, Honolulu, HI, USA","ACM","New York, NY, USA"
"article","2797438","Markus  Wallmyr","","","","Understanding the User in Self-managing Systems","5:1--5:4","5","4","Agriculture, Autonomous systems, Industry vehicles, Intelligent systems, User centered design, User studies","10.1145/2797433.2797438","","","","","","","2015","","Proceedings of the 2015 European Conference on Software Architecture Workshops","ECSAW '15","","978-1-4503-3393-1","Dubrovnik, Cavtat, Croatia","ACM","New York, NY, USA"
"article","2993285","Kevin J.  North and Anita  Sarma and Myra B.  Cohen","","","","Understanding Git History: A Multi-sense View","1--7","","7","Conflicts, Sonification, Version Control History","10.1145/2993283.2993285","","","","","","","2016","","Proceedings of the 8th International Workshop on Social Software Engineering","SSE 2016","","978-1-4503-4397-8","Seattle, WA, USA","ACM","New York, NY, USA"
"article","2039414","Benjamin  Menhorn and Frank  Slomka","","","","Design Entropy Concept: A Measurement for Complexity","285--294","","10","abstract, complexity, entropy, measurement, model, states","10.1145/2039370.2039414","","","","","","","2011","","Proceedings of the Seventh IEEE/ACM/IFIP International Conference on Hardware/Software Codesign and System Synthesis","CODES+ISSS '11","","978-1-4503-0715-4","Taipei, Taiwan","ACM","New York, NY, USA"
"article","3195851","George  Marsicano and Victor L. de Oliveira and Leila M. R. de S. Mariz and Fabio Q. B. da Silva","","","","An Initial Understanding of Task Interdependence in Software Engineering: A Case Study","21--28","","8","human factors, qualitative research, software engineering, task interdependence, work design","10.1145/3195836.3195851","","","","","","","2018","","Proceedings of the 11th International Workshop on Cooperative and Human Aspects of Software Engineering","CHASE '18","","978-1-4503-5725-8","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","2810147","Marco  Ortu and Giuseppe  Destefanis and Bram  Adams and Alessandro  Murgia and Michele  Marchesi and Roberto  Tonelli","","","","The JIRA Repository Dataset: Understanding Social Aspects of Software Development","1:1--1:4","1","4","Affective Analysis, Issue Report, Mining software repository","10.1145/2810146.2810147","","","","","","","2015","","Proceedings of the 11th International Conference on Predictive Models and Data Analytics in Software Engineering","PROMISE '15","","978-1-4503-3715-1","Beijing, China","ACM","New York, NY, USA"
"article","3251901","","","","Session Chair-Bjoern  Hartmann","Session Details: Software Understanding and Maintenance","--","","","","10.1145/3251901","","","","","","","2010","","Proceedings of the SIGCHI Conference on Human Factors in Computing Systems","CHI '10","","978-1-60558-929-9","Atlanta, Georgia, USA","ACM","New York, NY, USA"
"article","2593774","Juri  Di Rocco and Davide  Di Ruscio and Ludovico  Iovino and Alfonso  Pierantonio","","","","Mining Metrics for Understanding Metamodel Characteristics","55--60","","6","Model Driven Engineering, metamodel metrics, metamodeling","10.1145/2593770.2593774","","","","","","","2014","","Proceedings of the 6th International Workshop on Modeling in Software Engineering","MiSE 2014","","978-1-4503-2849-4","Hyderabad, India","ACM","New York, NY, USA"
"article","1982604","Winfried  Dulz","","","","A Comfortable Testplayer for Analyzing Statistical Usage Testing Strategies","36--42","","7","graphical test suite evaluation, markov chain usage model, model-driven test case generation, testplayer tool","10.1145/1982595.1982604","","","","","","","2011","","Proceedings of the 6th International Workshop on Automation of Software Test","AST '11","","978-1-4503-0592-1","Waikiki, Honolulu, HI, USA","ACM","New York, NY, USA"
"article","1960334","Juliana  Saraiva and S&#233;rgio  Soares and Fernando  Castor","","","","Analyzing Architectural Conformance of Layered Aspect-oriented Systems with ArchE Meter","63--64","","2","AOSD, metrics, software engineering","10.1145/1960314.1960334","","","","","","","2011","","Proceedings of the Tenth International Conference on Aspect-oriented Software Development Companion","AOSD '11","","978-1-4503-0606-5","Porto de Galinhas, Brazil","ACM","New York, NY, USA"
"article","2555271","Xu  Liu and John  Mellor-Crummey","","","","A Tool to Analyze the Performance of Multithreaded Programs on NUMA Architectures","259--272","","14","NUMA, memory access pattern, performance optimization, profiler, threads","10.1145/2692916.2555271","SIGPLAN Not.","August 2014","49","8","","February","2014","0362-1340","","","","","","ACM","New York, NY, USA"
"article","2555271","Xu  Liu and John  Mellor-Crummey","","","","A Tool to Analyze the Performance of Multithreaded Programs on NUMA Architectures","259--272","","14","NUMA, memory access pattern, performance optimization, profiler, threads","10.1145/2555243.2555271","","","","","","","2014","","Proceedings of the 19th ACM SIGPLAN Symposium on Principles and Practice of Parallel Programming","PPoPP '14","","978-1-4503-2656-8","Orlando, Florida, USA","ACM","New York, NY, USA"
"article","2591086","Davide  Fucci","","","","Understanding the Dynamics of Test-driven Development","690--693","","4","Process conformance, Test-driven development, development task","10.1145/2591062.2591086","","","","","","","2014","","Companion Proceedings of the 36th International Conference on Software Engineering","ICSE Companion 2014","","978-1-4503-2768-8","Hyderabad, India","ACM","New York, NY, USA"
"article","3195073","Shahab  Bayati","","","","Understanding Newcomers Success in Open Source Community","224--225","","2","newcomers, open source, reputation analysis, social coding","10.1145/3183440.3195073","","","","","","","2018","","Proceedings of the 40th International Conference on Software Engineering: Companion Proceeedings","ICSE '18","","978-1-4503-5663-3","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","2984543","Brian A. Smith and Shree K. Nayar","","","","Mining Controller Inputs to Understand Gameplay","157--168","","12","game analytics, input mining, topic modeling","10.1145/2984511.2984543","","","","","","","2016","","Proceedings of the 29th Annual Symposium on User Interface Software and Technology","UIST '16","","978-1-4503-4189-9","Tokyo, Japan","ACM","New York, NY, USA"
"article","3238201","Mukelabai  Mukelabai and Damir  Ne&#353;i&#263; and Salome  Maro and Thorsten  Berger and Jan-Philipp  Stegh&#246;fer","","","","Tackling Combinatorial Explosion: A Study of Industrial Needs and Practices for Analyzing Highly Configurable Systems","155--166","","12","Analysis, Highly Configurable Systems, Product Lines","10.1145/3238147.3238201","","","","","","","2018","","Proceedings of the 33rd ACM/IEEE International Conference on Automated Software Engineering","ASE 2018","","978-1-4503-5937-5","Montpellier, France","ACM","New York, NY, USA"
"article","3190686","Jonathan W. Lartigue and Richard  Chapman","","","","Comprehension and Application of Design Patterns by Novice Software Engineers: An Empirical Study of Undergraduate Software Engineering and Computer Science Students","24:1--24:10","24","10","design patterns, education, novice, programming pedagogy, reusability","10.1145/3190645.3190686","","","","","","","2018","","Proceedings of the ACMSE 2018 Conference","ACMSE '18","","978-1-4503-5696-1","Richmond, Kentucky","ACM","New York, NY, USA"
"article","2855670","Svetlana  Lazareva and Ilia  Demianenko","","","","Automatic Request Analyzer for QoS Enabled Storage System","3:1--3:8","3","8","application identification, random forest, read ahead","10.1145/2855667.2855670","","","","","","","2015","","Proceedings of the 11th Central &#38; Eastern European Software Engineering Conference in Russia","CEE-SECR '15","","978-1-4503-4130-1","Moscow, Russia","ACM","New York, NY, USA"
"article","3106306","Marco  Castelluccio and Carlo  Sansone and Luisa  Verdoliva and Giovanni  Poggi","","","","Automatically Analyzing Groups of Crashes for Finding Correlations","717--726","","10","Crash Analysis, Crash Reports, Crashes","10.1145/3106237.3106306","","","","","","","2017","","Proceedings of the 2017 11th Joint Meeting on Foundations of Software Engineering","ESEC/FSE 2017","","978-1-4503-5105-8","Paderborn, Germany","ACM","New York, NY, USA"
"article","2745819","Sherlock A. Licorish and Stephen G. MacDonell and Tony  Clear","","","","Analyzing Confidentiality and Privacy Concerns: Insights from Android Issue Logs","18:1--18:10","18","10","Android, confidentiality, content analysis, empirical analysis, privacy, quality, security","10.1145/2745802.2745819","","","","","","","2015","","Proceedings of the 19th International Conference on Evaluation and Assessment in Software Engineering","EASE '15","","978-1-4503-3350-4","Nanjing, China","ACM","New York, NY, USA"
"article","3183496","Csaba  Nagy and Anthony  Cleve","","","","SQLInspect: A Static Analyzer to Inspect Database Usage in Java Applications","93--96","","4","JDBC, Java, MySQL, apache impala, bad smells, concept location, eclipse, embedded SQL, metrics, static analysis","10.1145/3183440.3183496","","","","","","","2018","","Proceedings of the 40th International Conference on Software Engineering: Companion Proceeedings","ICSE '18","","978-1-4503-5663-3","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","3195029","Lykes  Claytor and Francisco  Servant","","","","Understanding and Leveraging Developer Inexpertise","404--405","","2","expert recommendation, expertise modeling, history mining","10.1145/3183440.3195029","","","","","","","2018","","Proceedings of the 40th International Conference on Software Engineering: Companion Proceeedings","ICSE '18","","978-1-4503-5663-3","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","1987873","Matthew  Hale and Noah  Jorgenson and Rose  Gamble","","","","Analyzing the Role of Tags As Lightweight Traceability Links","71--74","","4","collaboration, knowledge management, tagging, traceability","10.1145/1987856.1987873","","","","","","","2011","","Proceedings of the 6th International Workshop on Traceability in Emerging Forms of Software Engineering","TEFSE '11","","978-1-4503-0589-1","Waikiki, Honolulu, HI, USA","ACM","New York, NY, USA"
"article","2362563","Wolfgang  Heider and Rick  Rabiser and Paul  Gr&#252;nbacher and Daniela  Lettner","","","","Using Regression Testing to Analyze the Impact of Changes to Variability Models on Products","196--205","","10","product line evolution, regression testing, variability models","10.1145/2362536.2362563","","","","","","","2012","","Proceedings of the 16th International Software Product Line Conference - Volume 1","SPLC '12","","978-1-4503-1094-9","Salvador, Brazil","ACM","New York, NY, USA"
"article","2038920","Yin  Huai and Rubao  Lee and Simon  Zhang and Cathy H. Xia and Xiaodong  Zhang","","","","DOT: A Matrix Model for Analyzing, Optimizing and Deploying Software for Big Data Analytics in Distributed Systems","4:1--4:14","4","14","big data analytics, distributed systems, system modeling, system scalability","10.1145/2038916.2038920","","","","","","","2011","","Proceedings of the 2Nd ACM Symposium on Cloud Computing","SOCC '11","","978-1-4503-0976-9","Cascais, Portugal","ACM","New York, NY, USA"
"article","2884863","Wei  You and Bin  Liang and Wenchang  Shi and Shuyang  Zhu and Peng  Wang and Sikefu  Xie and Xiangyu  Zhang","","","","Reference Hijacking: Patching, Protecting and Analyzing on Unmodified and Non-rooted Android Devices","959--970","","12","android, practicability, security enhancement","10.1145/2884781.2884863","","","","","","","2016","","Proceedings of the 38th International Conference on Software Engineering","ICSE '16","","978-1-4503-3900-1","Austin, Texas","ACM","New York, NY, USA"
"article","2445350","Lisa  Lancor and Samyukta  Katha","","","","Analyzing PHP Frameworks for Use in a Project-based Software Engineering Course","519--524","","6","PHP frameworks, project-based learning, software design and development, software engineering","10.1145/2445196.2445350","","","","","","","2013","","Proceeding of the 44th ACM Technical Symposium on Computer Science Education","SIGCSE '13","","978-1-4503-1868-6","Denver, Colorado, USA","ACM","New York, NY, USA"
"article","2884864","Saba  Alimadadi and Ali  Mesbah and Karthik  Pattabiraman","","","","Understanding Asynchronous Interactions in Full-stack JavaScript","1169--1180","","12","asynchronicity, full-stack JavaScript, program comprehension","10.1145/2884781.2884864","","","","","","","2016","","Proceedings of the 38th International Conference on Software Engineering","ICSE '16","","978-1-4503-3900-1","Austin, Texas","ACM","New York, NY, USA"
"proceeding","2897045","","","","","","","","","","","","","","","","","2016","","Proceedings of the 1st International Workshop on Variability and Complexity in Software Design","","","978-1-4503-4176-9","Austin, Texas","ACM","New York, NY, USA"
"article","1960344","Kleinner  Farias","","","","Analyzing the Effort on Composing Design Models in Industrial Case Studies","79--80","","2","UML, empirical studies, model composition","10.1145/1960314.1960344","","","","","","","2011","","Proceedings of the Tenth International Conference on Aspect-oriented Software Development Companion","AOSD '11","","978-1-4503-0606-5","Porto de Galinhas, Brazil","ACM","New York, NY, USA"
"article","3264488","Alexander  Branitskiy and Igor  Kotenko","","","","Software Tool for Testing the Packet Analyzer of Network Attack Detection Systems","12:1--12:8","12","8","TCP/IP protocols, attack detection systems, network attacks, packet analyzer","10.1145/3264437.3264488","","","","","","","2018","","Proceedings of the 11th International Conference on Security of Information and Networks","SIN '18","","978-1-4503-6608-3","Cardiff, United Kingdom","ACM","New York, NY, USA"
"article","1839601","Leigh Ann  Sudol and Ciera  Jaspan","","","","Analyzing the Strength of Undergraduate Misconceptions About Software Engineering","31--40","","10","misconceptions, software engineering education","10.1145/1839594.1839601","","","","","","","2010","","Proceedings of the Sixth International Workshop on Computing Education Research","ICER '10","","978-1-4503-0257-9","Aarhus, Denmark","ACM","New York, NY, USA"
"article","3295458","Adam  Hahn and Ali  Tamimi and Dave  Anderson","","","","Securing Your ICS Software with the AttackSurface Host Analyzer (AHA)","33--39","","7","","10.1145/3295453.3295458","","","","","","","2018","","Proceedings of the 4th Annual Industrial Control System Security Workshop","ICSS '18","","978-1-4503-6220-7","San Juan, PR, USA","ACM","New York, NY, USA"
"article","3019788","Geunseok  Yang and Seungsuk  Baek and Jung-Won  Lee and Byungjeong  Lee","","","","Analyzing Emotion Words to Predict Severity of Software Bugs: A Case Study of Open Source Projects","1280--1287","","8","bug report, bug severity prediction, emotion words-based dictionary, software maintenance","10.1145/3019612.3019788","","","","","","","2017","","Proceedings of the Symposium on Applied Computing","SAC '17","","978-1-4503-4486-9","Marrakech, Morocco","ACM","New York, NY, USA"
"article","3240475","Julien  Brunel and David  Chemouil and Alcino  Cunha and Nuno  Macedo","","","","The Electrum Analyzer: Model Checking Relational First-order Temporal Specifications","884--887","","4","Formal specification language, model checking, model validation","10.1145/3238147.3240475","","","","","","","2018","","Proceedings of the 33rd ACM/IEEE International Conference on Automated Software Engineering","ASE 2018","","978-1-4503-5937-5","Montpellier, France","ACM","New York, NY, USA"
"article","3197232","Konstantin  Kuznetsov and Vitalii  Avdiienko and Alessandra  Gorla and Andreas  Zeller","","","","Analyzing the User Interface of Android Apps","84--87","","4","","10.1145/3197231.3197232","","","","","","","2018","","Proceedings of the 5th International Conference on Mobile Software Engineering and Systems","MOBILESoft '18","","978-1-4503-5712-8","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","2593875","Marco  Biazzini and Benoit  Baudry","","","","May the Fork Be with You: Novel Metrics to Analyze Collaboration on GitHub","37--43","","7","Distributed Version Control, Git, Github, Software process metrics","10.1145/2593868.2593875","","","","","","","2014","","Proceedings of the 5th International Workshop on Emerging Trends in Software Metrics","WETSoM 2014","","978-1-4503-2854-8","Hyderabad, India","ACM","New York, NY, USA"
"article","3196415","Michael  Rath and David  Lo and Patrick  M&#228;der","","","","Analyzing Requirements and Traceability Information to Improve Bug Localization","442--453","","12","bug localization, machine learning, requirements traceability, software maintenance, traceability recovery, version history","10.1145/3196398.3196415","","","","","","","2018","","Proceedings of the 15th International Conference on Mining Software Repositories","MSR '18","","978-1-4503-5716-6","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","2908447","Abdelkareem M. Alashqar and Ahmad Abo Elfetouh and Hazem M. El-Bakry","","","","Analyzing Preferences and Interactions of Software Quality Attributes Using Choquet Integral Approach","298--303","","6","Architectural Tactics, Choquet, MCDM, Quality Attributes","10.1145/2908446.2908447","","","","","","","2016","","Proceedings of the 10th International Conference on Informatics and Systems","INFOS '16","","978-1-4503-4062-5","Giza, Egypt","ACM","New York, NY, USA"
"article","2866617","Carla I. M. Bezerra and Jos&#233; Maria Monteiro and Rossana M. C. Andrade and Lincoln S. Rocha","","","","Analyzing the Feature Models Maintainability over Their Evolution Process: An Exploratory Study","17--24","","8","Evolution, Feature Model, Maintainability","10.1145/2866614.2866617","","","","","","","2016","","Proceedings of the Tenth International Workshop on Variability Modelling of Software-intensive Systems","VaMoS '16","","978-1-4503-4019-9","Salvador, Brazil","ACM","New York, NY, USA"
"article","2648621","Svetlana  Arifulina and Sven  Walther and Matthias  Becker and Marie Christin Platenius","","","","SeSAME: Modeling and Analyzing High-quality Service Compositions","839--842","","4","non-functional analysis, service matching, service specification, service-oriented computing, verification","10.1145/2642937.2648621","","","","","","","2014","","Proceedings of the 29th ACM/IEEE International Conference on Automated Software Engineering","ASE '14","","978-1-4503-3013-8","Vasteras, Sweden","ACM","New York, NY, USA"
"article","1859025","Wanchun  Li and Mary Jean  Harrold and Carsten  G&#246;rg","","","","Detecting User-visible Failures in AJAX Web Applications by Analyzing Users' Interaction Behaviors","155--158","","4","ajax, bayesian learning, failure detection, human factor","10.1145/1858996.1859025","","","","","","","2010","","Proceedings of the IEEE/ACM International Conference on Automated Software Engineering","ASE '10","","978-1-4503-0116-9","Antwerp, Belgium","ACM","New York, NY, USA"
"article","1882355","Etienne  Kneuss and Philippe  Suter and Viktor  Kuncak","","","","Phantm: PHP Analyzer for Type Mismatch","373--374","","2","abstract interpretation, php, type inference","10.1145/1882291.1882355","","","","","","","2010","","Proceedings of the Eighteenth ACM SIGSOFT International Symposium on Foundations of Software Engineering","FSE '10","","978-1-60558-791-2","Santa Fe, New Mexico, USA","ACM","New York, NY, USA"
"article","2372277","Forrest  Shull and Carolyn  Seaman and Madeline  Diep","","","","Analyzing Inspection Data for Heuristic Effectiveness","149--152","","4","inspection, planning, process improvement","10.1145/2372251.2372277","","","","","","","2012","","Proceedings of the ACM-IEEE International Symposium on Empirical Software Engineering and Measurement","ESEM '12","","978-1-4503-1056-7","Lund, Sweden","ACM","New York, NY, USA"
"article","1879252","&#216;ystein  Thorsen and Charles  Wallace","","","","Understanding Relaxed Memory Consistency Through Interactive Visualization","223--224","","2","automated theorem proving, parallel programming, software visualization","10.1145/1879211.1879252","","","","","","","2010","","Proceedings of the 5th International Symposium on Software Visualization","SOFTVIS '10","","978-1-4503-0028-5","Salt Lake City, Utah, USA","ACM","New York, NY, USA"
"article","3180184","Jibesh  Patra and Pooja N. Dixit and Michael  Pradel","","","","ConflictJS: Finding and Understanding Conflicts Between JavaScript Libraries","741--751","","11","","10.1145/3180155.3180184","","","","","","","2018","","Proceedings of the 40th International Conference on Software Engineering","ICSE '18","","978-1-4503-5638-1","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","3318148","Diako  Mardanbegi and Thomas  Wilcockson and Pete  Sawyer and Hans  Gellersen and Trevor  Crawford","","","","SaccadeMachine: Software for Analyzing Saccade Tests (Anti-saccade and Pro-saccade)","72:1--72:8","72","8","antisaccade, eye movement, eye tracking, prosaccade, saccade test","10.1145/3317956.3318148","","","","","","","2019","","Proceedings of the 11th ACM Symposium on Eye Tracking Research & Applications","ETRA '19","","978-1-4503-6709-7","Denver, Colorado","ACM","New York, NY, USA"
"article","2866618","Andreas  Ziegler and Valentin  Rothberg and Daniel  Lohmann","","","","Analyzing the Impact of Feature Changes in Linux","25--32","","8","CADOS, Configurability, Kconfig, Linux","10.1145/2866614.2866618","","","","","","","2016","","Proceedings of the Tenth International Workshop on Variability Modelling of Software-intensive Systems","VaMoS '16","","978-1-4503-4019-9","Salvador, Brazil","ACM","New York, NY, USA"
"article","2830605","Chee Wee  Leong and Lei  Chen and Gary  Feng and Chong Min  Lee and Matthew  Mulholland","","","","Utilizing Depth Sensors for Analyzing Multimodal Presentations: Hardware, Software and Toolkits","547--556","","10","depth sensors, kinect, multimodal learning analytics","10.1145/2818346.2830605","","","","","","","2015","","Proceedings of the 2015 ACM on International Conference on Multimodal Interaction","ICMI '15","","978-1-4503-3912-4","Seattle, Washington, USA","ACM","New York, NY, USA"
"article","2950322","Bob  Kurtz and Paul  Ammann and Jeff  Offutt and M&#225;rcio E.  Delamaro and Mariet  Kurtz and Nida  G&#246;k&#231;e","","","","Analyzing the Validity of Selective Mutation with Dominator Mutants","571--582","","12","Mutation analysis, dominator mutants, subsumption","10.1145/2950290.2950322","","","","","","","2016","","Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering","FSE 2016","","978-1-4503-4218-6","Seattle, WA, USA","ACM","New York, NY, USA"
"article","2745809","Mohammad Mahdi Hassan and Martin  Blom","","","","Applying Clustering to Analyze Opinion Diversity","8:1--8:10","8","10","clustering, data mining, diversity, empirical survey, expert opinion, grouping, minority, partitioning","10.1145/2745802.2745809","","","","","","","2015","","Proceedings of the 19th International Conference on Evaluation and Assessment in Software Engineering","EASE '15","","978-1-4503-3350-4","Nanjing, China","ACM","New York, NY, USA"
"article","3316656","Tianyang  Lan and Hiroki  Tomizawa and Hisashi  Ichikawa and Akihiro  Abe","","","","Proposal of Method for Analyzing International Students' Tourism Behavior Using a Tourism Support System","408--413","","6","GIS analysis, International student, Tourism behavior, Tourism support system","10.1145/3316615.3316656","","","","","","","2019","","Proceedings of the 2019 8th International Conference on Software and Computer Applications","ICSCA '19","","978-1-4503-6573-4","Penang, Malaysia","ACM","New York, NY, USA"
"article","2393599","Taeho  Kwon and Zhendong  Su","","","","Detecting and Analyzing Insecure Component Usage","5:1--5:11","5","11","differential testing, insecure component usage, testing and analysis of real-world software","10.1145/2393596.2393599","","","","","","","2012","","Proceedings of the ACM SIGSOFT 20th International Symposium on the Foundations of Software Engineering","FSE '12","","978-1-4503-1614-9","Cary, North Carolina","ACM","New York, NY, USA"
"article","3183469","Diomidis  Spinellis and Georgios  Gousios","","","","How to Analyze Git Repositories with Command Line Tools: We'Re Not in Kansas Anymore","540--541","","2","command-line tools, data analytics, empirical software engineering, git, pipes and filters","10.1145/3183440.3183469","","","","","","","2018","","Proceedings of the 40th International Conference on Software Engineering: Companion Proceeedings","ICSE '18","","978-1-4503-5663-3","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","2803200","Titus  Barik and Brittany  Johnson and Emerson  Murphy-Hill","","","","I Heart Hacker News: Expanding Qualitative Research Findings by Analyzing Social News Websites","882--885","","4","Hacker News, computer-mediated discourse, grounded theory, representativeness, theoretical saturation","10.1145/2786805.2803200","","","","","","","2015","","Proceedings of the 2015 10th Joint Meeting on Foundations of Software Engineering","ESEC/FSE 2015","","978-1-4503-3675-8","Bergamo, Italy","ACM","New York, NY, USA"
"article","3196430","Sebastian  Baltes and Lorik  Dumani and Christoph  Treude and Stephan  Diehl","","","","SOTorrent: Reconstructing and Analyzing the Evolution of Stack Overflow Posts","319--330","","12","code snippets, open dataset, software evolution, stack overflow","10.1145/3196398.3196430","","","","","","","2018","","Proceedings of the 15th International Conference on Mining Software Repositories","MSR '18","","978-1-4503-5716-6","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","2897830","Pontus  Johnson and Robert  Lagerstr&#246;m and Mathias  Ekstedt and Ulrik  Franke","","","","Modeling and Analyzing Systems-of-systems in the Multi-attribute Prediction Language (MAPL)","1--7","","7","architecture analysis, architecture modeling, systems-of-systems architecture","10.1145/2897829.2897830","","","","","","","2016","","Proceedings of the 4th International Workshop on Software Engineering for Systems-of-Systems","SESoS '16","","978-1-4503-4172-1","Austin, Texas","ACM","New York, NY, USA"
"article","1967661","Greg  Durrett and Frank  Neumann and Una-May  O'Reilly","","","","Computational Complexity Analysis of Simple Genetic Programming on Two Problems Modeling Isolated Program Semantics","69--80","","12","evolutionary algorithms, genetic programming, hill climbing","10.1145/1967654.1967661","","","","","","","2011","","Proceedings of the 11th Workshop Proceedings on Foundations of Genetic Algorithms","FOGA '11","","978-1-4503-0633-1","Schwarzenberg, Austria","ACM","New York, NY, USA"
"article","2662267","Julio Ariel Hurtado Alegr&#237;a and C&#233;sar A. Collazos","","","","Analyzing and Evaluating Collaborative Processes Using Case Studies in the Software Development Context","14:1--14:2","14","2","Case Study, Collaboration Engineering, Collaborative Patterns, Thinklets","10.1145/2662253.2662267","","","","","","","2014","","Proceedings of the XV International Conference on Human Computer Interaction","Interacci&#243;n '14","","978-1-4503-2880-7","Puerto de la Cruz, Tenerife, Spain","ACM","New York, NY, USA"
